PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
77636,1968,00,1610612765,DET,22.0,74,,1605.0,241,544,0.443,,,,88,168,0.524,,,524,68,,,,182,570,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,87.0,87.0,89.0,,,,,104.0,93.0,,,,48.0,112.0,,,,94.0,1.0,Otto Moore
77636,1969,00,1610612765,DET,23.0,81,,2523.0,383,805,0.476,,,,194,305,0.636,,,900,104,,,,232,960,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,40.0,60.0,63.0,33.0,,,,60.0,49.0,87.0,,,12.0,96.0,,,,61.0,1.0,Otto Moore
77636,1970,00,1610612765,DET,24.0,82,,1926.0,310,696,0.445,,,,121,219,0.553,,,700,88,,,,182,741,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,86.0,87.0,89.0,54.0,,,,103.0,81.0,,,,26.0,123.0,,,,92.0,1.0,Otto Moore
77636,1971,00,1610612756,PHX,25.0,81,,1624.0,260,597,0.436,,,,94,156,0.603,,,540,88,,,,212,614,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,102.0,101.0,99.0,,,,,121.0,107.0,,,,40.0,117.0,,,,105.0,1.0,Otto Moore
77636,1972,00,1610612745,HOU,26.0,82,,2712.0,418,859,0.487,,,,127,211,0.602,,,868,167,,,,239,963,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,51.0,60.0,62.0,21.0,,,,80.0,62.0,78.0,,,18.0,83.0,,,,65.0,1.0,Otto Moore
77636,1973,00,1610612745,HOU,27.0,13,,313.0,32,69,0.464,,,,4,8,0.5,20.0,64.0,84,18,10.0,18.0,,37,68,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,,,,,,,,,,,,,,,,,,,,Otto Moore
77636,1973,00,1610612758,KCK,27.0,65,,633.0,88,171,0.515,,,,35,54,0.648,60.0,140.0,200,47,16.0,31.0,,62,211,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,,,,,,,,,,,,,,,,,,,,Otto Moore
77636,1973,00,0,TOT,27.0,78,,946.0,120,240,0.5,,,,39,62,0.629,80.0,204.0,284,65,26.0,49.0,,99,279,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,,,,,,,,,,,,,,,,,,,,Otto Moore
77636,1974,00,1610612765,DET,28.0,2,,11.0,1,4,0.25,,,,1,2,0.5,0.0,2.0,2,1,0.0,1.0,,2,3,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,,,,,,,,,,,,,,,,,,,,Otto Moore
77636,1974,00,1610612762,NOJ,28.0,40,,1055.0,117,258,0.453,,,,45,67,0.672,92.0,236.0,328,82,21.0,39.0,,146,279,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,,,,,,,,,,,,,,,,,,,,Otto Moore
77636,1974,00,0,TOT,28.0,42,,1066.0,118,262,0.45,,,,46,69,0.667,92.0,238.0,330,83,21.0,40.0,,148,282,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,,,,,,,,,,,,,,,,,,,,Otto Moore
77636,1975,00,1610612762,NOJ,29.0,81,,2407.0,293,672,0.436,,,,144,226,0.637,162.0,631.0,793,216,85.0,136.0,,250,730,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,55.0,92.0,87.0,,,,,86.0,70.0,97.0,47.0,11.0,13.0,54.0,58.0,8.0,,91.0,1.0,Otto Moore
77636,1976,00,1610612762,NOJ,30.0,81,,2084.0,193,477,0.405,,,,91,134,0.679,170.0,466.0,636,181,54.0,117.0,,231,477,1946-08-27T00:00:00,USA,6-11,205,1968,1,6,86.0,164.0,151.0,,,,,160.0,148.0,,62.0,27.0,33.0,89.0,134.0,17.0,,167.0,1.0,Otto Moore
