PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
76528,1988,00,1610612749,MIL,26.0,31,0,251.0,48,97,0.495,1,9,0.111,26,32,0.813,15,21,36,14,13,5,12,38,123,1963-06-08T00:00:00,USA,6-6,195,1985,4,79,297,277,285,,169,162,,274,283,,282,302,294,305,271,244,310,281,285,Mark Davis
76528,1988,00,1610612756,PHX,26.0,2,0,7.0,1,5,0.2,0,1,0.0,2,2,1.0,1,0,1,0,0,0,0,1,4,1963-06-08T00:00:00,USA,6-6,195,1985,4,79,297,277,285,,169,162,,274,283,,282,302,294,305,271,244,310,281,285,Mark Davis
76528,1988,00,0,TOT,26.0,33,0,258.0,49,102,0.48,1,10,0.1,28,34,0.824,16,21,37,14,13,5,12,39,127,1963-06-08T00:00:00,USA,6-6,195,1985,4,79,297,277,285,,169,162,,274,283,,282,302,294,305,271,244,310,281,285,Mark Davis
