PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
77,1992,00,1610612764,WAS,23.0,45,13,990.0,152,323,0.471,3,13,0.231,59,81,0.728,25,81,106,157,31,6,72,81,366,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,241,223,225,,172,179,,236,238,,277,243,256,119,227,267,202,226,239,Doug Overton
77,1993,00,1610612764,WAS,24.0,61,1,749.0,87,216,0.403,1,11,0.091,43,52,0.827,19,50,69,92,21,1,54,48,218,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,260,267,260,,221,203,,262,269,,302,288,297,186,259,341,234,268,281,Doug Overton
77,1994,00,1610612764,WAS,25.0,82,20,1704.0,207,498,0.416,53,125,0.424,109,125,0.872,26,117,143,246,53,2,104,126,576,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,149,167,153,,86,97,,153,172,,264,204,227,65,137,326,142,162,176,Doug Overton
77,1995,00,1610612743,DEN,26.0,55,0,607.0,67,178,0.376,8,26,0.308,40,55,0.727,8,55,63,106,13,5,40,49,182,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,302,305,291,,201,212,,280,285,,368,309,321,170,319,303,291,307,308,Doug Overton
77,1996,00,1610612755,PHI,27.0,61,4,638.0,81,190,0.426,10,40,0.25,45,48,0.938,18,50,68,101,24,0,39,44,217,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,290,277,272,,201,192,,255,287,,323,310,318,175,253,403,275,278,281,Doug Overton
77,1997,00,1610612755,PHI,28.0,23,2,277.0,24,63,0.381,0,3,0.0,14,16,0.875,2,12,14,37,8,1,23,34,62,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,349,355,354,,274,287,,353,361,,405,379,387,285,354,371,326,363,368,Doug Overton
77,1998,00,1610612753,ORL,29.0,6,0,33.0,6,12,0.5,0,2,0.0,6,6,1.0,1,1,2,3,1,0,3,2,18,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,331,303,309,,203,222,,301,321,,336,354,352,268,328,339,296,308,331,Doug Overton
77,1998,00,1610612751,NJN,29.0,8,1,174.0,25,57,0.439,2,4,0.5,12,14,0.857,6,11,17,16,3,1,15,14,64,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,331,303,309,,203,222,,301,321,,336,354,352,268,328,339,296,308,331,Doug Overton
77,1998,00,1610612755,PHI,29.0,10,0,37.0,5,15,0.333,0,1,0.0,0,0,0.0,0,2,2,4,1,0,2,2,10,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,331,303,309,,203,222,,301,321,,336,354,352,268,328,339,296,308,331,Doug Overton
77,1998,00,0,TOT,29.0,24,1,244.0,36,84,0.429,2,7,0.286,18,20,0.9,7,14,21,23,5,1,20,18,92,1969-08-03T00:00:00,USA,6-3,190,1991,2,40,331,303,309,,203,222,,301,321,,336,354,352,268,328,339,296,308,331,Doug Overton
