PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_ORGANIZATION_ID,MISC_SCHOOL_NAME,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
202690,2011,00,1610612758,SAC,23.0,61,7,1135.0,172,446,0.386,78,216,0.361,40,48,0.833,17,56,73,108,30,3,67,73,462,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,204,180,154,,58,54,76.0,245,268,,309,322,320,138,214,354,168,178,259,Jimmer Fredette
202690,2012,00,1610612758,SAC,24.0,69,0,967.0,172,409,0.421,65,156,0.417,85,99,0.859,19,52,71,92,31,3,68,64,494,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,269,218,210,,111,129,18.0,179,201,,318,351,349,189,242,376,211,205,268,Jimmer Fredette
202690,2013,00,1610612758,SAC,25.0,41,0,463.0,94,198,0.475,36,73,0.493,17,19,0.895,7,38,45,61,14,3,44,28,241,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,335,280,290,,174,204,,346,362,,389,357,368,242,324,366,262,284,322,Jimmer Fredette
202690,2013,00,1610612741,CHI,25.0,8,0,56.0,13,29,0.448,4,11,0.364,2,2,1.0,1,6,7,3,0,0,4,7,32,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,335,280,290,,174,204,,346,362,,389,357,368,242,324,366,262,284,322,Jimmer Fredette
202690,2013,00,0,TOT,25.0,49,0,519.0,107,227,0.471,40,84,0.476,19,21,0.905,8,44,52,64,14,3,48,35,273,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,335,280,290,,174,204,,346,362,,389,357,368,242,324,366,262,284,322,Jimmer Fredette
202690,2014,00,1610612740,NOP,26.0,50,0,509.0,63,166,0.38,9,48,0.188,43,45,0.956,8,32,40,58,15,2,33,43,178,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,362,356,351,,291,254,,287,319,,395,399,399,270,353,398,328,354,374,Jimmer Fredette
202690,2015,00,1610612740,NOP,27.0,4,0,13.0,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,1,1,0,1,1,2,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,469,463,465,,355,386,,435,438,,461,473,474,454,442,444,449,457,465,Jimmer Fredette
202690,2015,00,1610612752,NYK,27.0,2,0,5.0,1,1,1.0,1,1,1.0,4,5,0.8,0,0,0,0,0,0,1,1,7,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,469,463,465,,355,386,,435,438,,461,473,474,454,442,444,449,457,465,Jimmer Fredette
202690,2015,00,0,TOT,27.0,6,0,18.0,2,5,0.4,1,2,0.5,4,5,0.8,0,0,0,1,1,0,2,2,9,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,469,463,465,,355,386,,435,438,,461,473,474,454,442,444,449,457,465,Jimmer Fredette
202690,2018,00,1610612756,PHX,30.0,6,0,65.0,8,29,0.276,0,13,0.0,6,6,1.0,1,6,7,8,3,0,5,5,22,1989-02-25T00:00:00,USA,6-2,195,2011,1,10,,,474,473,463,,454,407,,444,457,,482,476,481,446,447,473,452,474,490,Jimmer Fredette
