PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,PLAYER_NAME
1823,1998,00,1610612763,VAN,25.0,4,0,27.0,1,4,0.25,0,0,0.0,3,4,0.75,3,2,5,1,0,1,1,9,5,1973-12-12T00:00:00,Senegal,6-8,245,Undrafted,Undrafted,Undrafted,Makhtar N'diaye
