PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,PLAYER_NAME
76836,1946,00,1610612752,NYK,26.0,57,,,149,494,0.302,,,,36,55,0.655,,,,24,,,,71,334,1920-11-28T00:00:00,USA,5-11,180,Undrafted,Undrafted,Undrafted,Leo Gottlieb
76836,1947,00,1610612752,NYK,27.0,27,,,59,228,0.259,,,,13,21,0.619,,,,12,,,,36,131,1920-11-28T00:00:00,USA,5-11,180,Undrafted,Undrafted,Undrafted,Leo Gottlieb
