PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
2201,2001,00,1610612741,CHI,19.0,72,31,1151.0,189,377,0.501,0,0,0.0,105,160,0.656,111,161,272,25,16,53,69,173,483,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,232,184,203,,288,361,,154,138,,94,198,154,307,306,67,194,188,207,Eddy Curry
2201,2002,00,1610612741,CHI,20.0,81,48,1577.0,335,573,0.585,0,0,0.0,179,287,0.624,116,237,353,37,18,62,137,226,849,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,176,84,135,1.0,275,348,,78,58,119.0,85,116,104,281,280,52,83,95,126,Eddy Curry
2201,2003,00,1610612741,CHI,21.0,73,63,2152.0,417,840,0.496,1,1,1.0,235,350,0.671,143,308,451,68,24,83,177,258,1070,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,104,57,74,13.0,258,323,,52,38,114.0,60,63,60,222,262,35,48,67,92,Eddy Curry
2201,2004,00,1610612741,CHI,22.0,63,60,1806.0,393,730,0.538,0,0,0.0,226,314,0.72,116,222,338,37,21,58,163,202,1012,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,140,64,95,5.0,301,384,,56,46,117.0,88,121,108,301,296,62,44,71,117,Eddy Curry
2201,2005,00,1610612752,NYK,23.0,72,69,1866.0,336,597,0.563,0,0,0.0,307,486,0.632,145,287,432,19,28,56,179,239,979,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,140,85,129,2.0,307,371,,29,20,129.0,47,71,60,329,236,56,37,77,109,Eddy Curry
2201,2006,00,1610612752,NYK,24.0,81,81,2849.0,585,1016,0.576,1,1,1.0,405,659,0.615,195,376,571,68,34,40,295,265,1576,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,19,16,41,4.0,279,334,,15,5,134.0,21,36,33,218,219,81,2,16,48,Eddy Curry
2201,2007,00,1610612752,NYK,25.0,59,58,1530.0,297,544,0.546,0,0,0.0,187,300,0.623,111,164,275,32,14,29,126,157,781,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,193,126,154,,303,374,,80,56,127.0,79,192,142,303,310,124,88,128,183,Eddy Curry
2201,2008,00,1610612752,NYK,26.0,3,0,12.0,2,2,1.0,0,0,0.0,1,3,0.333,0,4,4,0,0,0,2,5,5,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,438,434,441,,304,373,,424,422,,428,425,425,429,428,420,423,436,431,Eddy Curry
2201,2009,00,1610612752,NYK,27.0,7,0,62.0,8,21,0.381,0,0,0.0,10,17,0.588,4,9,13,0,0,1,13,13,26,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,418,413,413,,314,380,,372,371,,405,409,414,430,428,400,374,407,431,Eddy Curry
2201,2011,00,1610612748,MIA,29.0,14,1,83.0,12,26,0.462,0,0,0.0,6,8,0.75,4,8,12,1,0,2,10,17,30,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,448,428,436,,341,401,,408,415,,425,448,445,455,464,387,397,433,445,Eddy Curry
2201,2012,00,1610612742,DAL,30.0,2,0,25.0,4,8,0.5,0,0,0.0,1,4,0.25,2,2,4,0,0,0,3,7,9,1982-12-05T00:00:00,USA,7-0,295,2001,1,4,455,442,452,,333,406,,443,432,,432,449,445,458,449,430,437,446,456,Eddy Curry
