PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_ORGANIZATION_ID,MISC_SCHOOL_NAME,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
1629650,2019,00,1610612757,POR,20.0,9,0,33.0,4,10,0.4,0,0,0.0,3,8,0.375,3,11,14,1,1,1,3,7,11,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,494,490,494,,463,503,,456,433,,444,453,453,500,476,444,462,493,481,Moses Brown
1629650,2020,00,1610612760,OKC,21.0,43,32,920.0,146,268,0.545,0,0,0.0,78,126,0.619,154,229,383,10,31,47,43,93,370,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,272,241,274,,480,522,,157,127,,19,104,56,446,232,59,252,250,184,Moses Brown
1629650,2021,00,1610612742,DAL,22.0,26,1,169.0,27,50,0.54,0,0,0.0,27,43,0.628,16,45,61,1,3,9,14,28,81,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,414,377,404,,514,562,,290,251,,214,317,303,547,429,243,373,375,366,Moses Brown
1629650,2021,00,1610612739,CLE,22.0,14,5,176.0,37,58,0.638,0,0,0.0,16,29,0.552,23,51,74,0,4,7,6,25,90,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,414,377,404,,514,562,,290,251,,214,317,303,547,429,243,373,375,366,Moses Brown
1629650,2021,00,0,TOT,22.0,40,6,344.0,64,108,0.593,0,0,0.0,43,72,0.597,39,96,135,1,7,16,20,53,171,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,414,377,404,,514,562,,290,251,,214,317,303,547,429,243,373,375,366,Moses Brown
1629650,2022,00,1610612746,LAC,23.0,34,1,288.0,61,96,0.635,0,0,0.0,33,72,0.458,57,82,139,4,3,14,14,38,155,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,409,373,402,,492,524,,309,240,,157,327,291,486,448,248,400,380,360,Moses Brown
1629650,2022,00,1610612751,BKN,23.0,2,0,6.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,1,0,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,409,373,402,,492,524,,309,240,,157,327,291,486,448,248,400,380,360,Moses Brown
1629650,2022,00,0,TOT,23.0,36,1,294.0,61,96,0.635,0,0,0.0,33,72,0.458,57,82,139,4,4,14,15,39,155,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,409,373,402,,492,524,,309,240,,157,327,291,486,448,248,400,380,360,Moses Brown
1629650,2023,00,1610612757,POR,24.0,22,5,200.0,33,65,0.508,0,0,0.0,9,31,0.29,37,49,86,7,5,7,11,27,75,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,436,419,431,,498,541,,420,345,,241,383,352,473,444,343,415,430,417,Moses Brown
1629650,2024,00,1610612754,IND,25.0,9,0,46.0,13,20,0.65,0,0,0.0,3,5,0.6,4,9,13,0,2,1,6,6,29,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,485,440,470,,499,542,,444,451,,426,437,438,530,455,414,446,451,446,Moses Brown
1629650,2024,00,1610612742,DAL,25.0,4,2,73.0,21,29,0.724,0,0,0.0,5,6,0.833,8,23,31,2,4,3,5,11,47,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,485,440,470,,499,542,,444,451,,426,437,438,530,455,414,446,451,446,Moses Brown
1629650,2024,00,0,TOT,25.0,13,2,119.0,34,49,0.694,0,0,0.0,8,11,0.727,12,32,44,2,6,4,11,17,76,1999-10-13T00:00:00,USA,7-2,258,Undrafted,Undrafted,Undrafted,,,485,440,470,,499,542,,444,451,,426,437,438,530,455,414,446,451,446,Moses Brown
