PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,PLAYER_NAME
76207,1948,00,1610612744,PHW,22.0,15,,,34,109,0.312,,,,20,29,0.69,,,,13,,,,47,88,1927-06-29T00:00:00,USA,6-5,200,Undrafted,Undrafted,Undrafted,Jake Bornheimer
76207,1949,00,1610612744,PHW,23.0,60,,,88,305,0.289,,,,78,117,0.667,,,,40,,,,111,254,1927-06-29T00:00:00,USA,6-5,200,Undrafted,Undrafted,Undrafted,Jake Bornheimer
