PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,PLAYER_NAME
77556,1949,00,1610610030,INO,22.0,58,,,123,380,0.324,,,,77,141,0.546,,,,87,,,,212,323,1927-08-23T00:00:00,USA,,,Undrafted,Undrafted,Undrafted,Mal McMullan
77556,1950,00,1610610030,INO,23.0,51,,,78,277,0.282,,,,48,82,0.585,,,128.0,33,,,,109,204,1927-08-23T00:00:00,USA,,,Undrafted,Undrafted,Undrafted,Mal McMullan
