PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_ORGANIZATION_ID,MISC_SCHOOL_NAME,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
1630553,2021,00,1610612746,LAC,20.0,15,0,135.0,17,51,0.333,3,11,0.273,16,21,0.762,6,15,21,13,7,2,7,21,53,2002-03-10T00:00:00,USA,6-5,185,2021,1,21,,,338,331,291,,274,278,,298,311,,322,384,386,264,274,291,251,329,369,Keon Johnson
1630553,2021,00,1610612757,POR,20.0,22,12,562.0,79,221,0.357,31,89,0.348,25,30,0.833,18,42,60,63,21,10,39,48,214,2002-03-10T00:00:00,USA,6-5,185,2021,1,21,,,338,331,291,,274,278,,298,311,,322,384,386,264,274,291,251,329,369,Keon Johnson
1630553,2021,00,0,TOT,20.0,37,12,696.0,96,272,0.353,34,100,0.34,41,51,0.804,24,57,81,76,28,12,46,69,267,2002-03-10T00:00:00,USA,6-5,185,2021,1,21,,,338,331,291,,274,278,,298,311,,322,384,386,264,274,291,251,329,369,Keon Johnson
1630553,2022,00,1610612757,POR,21.0,40,0,416.0,67,178,0.376,28,81,0.346,27,41,0.659,11,33,44,59,19,6,43,43,189,2002-03-10T00:00:00,USA,6-5,185,2021,1,21,,,384,362,343,,292,304,,331,319,,395,414,417,293,320,365,273,358,398,Keon Johnson
1630553,2023,00,1610612751,BKN,22.0,5,0,61.0,8,21,0.381,4,10,0.4,11,12,0.917,3,4,7,3,3,1,5,5,31,2002-03-10T00:00:00,USA,6-5,185,2021,1,21,,,509,505,498,,413,435,,409,426,,487,523,514,521,471,478,462,485,499,Keon Johnson
1630553,2024,00,1610612751,BKN,23.0,79,56,1925.0,303,779,0.389,126,401,0.314,107,139,0.77,63,234,297,175,82,30,116,209,839,2002-03-10T00:00:00,USA,6-5,185,2021,1,21,,,102,114,87,117.0,90,57,163.0,128,132,,144,112,123,118,43,132,81,111,169,Keon Johnson
