PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
1683,1990,00,1610612744,GOS,23.0,24,0,170.0,24,59,0.407,0,0,0.0,8,15,0.533,15,8,23,11,9,1,16,23,56,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,294,290,288,,235,295,,319,304,,270,323,304,269,273,336,293,296,311,Larry Robinson
1683,1990,00,1610612764,WAS,23.0,12,10,255.0,38,91,0.418,0,1,0.0,7,12,0.583,14,14,28,24,7,0,11,26,83,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,294,290,288,,235,295,,319,304,,270,323,304,269,273,336,293,296,311,Larry Robinson
1683,1990,00,0,TOT,23.0,36,10,425.0,62,150,0.413,0,1,0.0,15,27,0.556,29,22,51,35,16,1,27,49,139,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,294,290,288,,235,295,,319,304,,270,323,304,269,273,336,293,296,311,Larry Robinson
1683,1991,00,1610612738,BOS,24.0,1,0,6.0,1,5,0.2,0,0,0.0,0,0,0.0,2,0,2,1,0,0,1,3,2,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,380,376,376,,240,326,,375,375,,359,377,372,367,370,357,372,379,379,Larry Robinson
1683,1992,00,1610612764,WAS,25.0,4,0,33.0,6,16,0.375,0,1,0.0,3,5,0.6,1,2,3,3,1,1,1,0,15,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,377,371,372,,244,300,,365,368,,378,380,380,364,366,344,381,374,378,Larry Robinson
1683,1993,00,1610612745,HOU,26.0,6,0,55.0,10,20,0.5,2,8,0.25,3,8,0.375,4,6,10,6,7,0,10,8,25,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,375,362,368,,198,218,,365,362,,365,371,372,350,324,367,340,365,369,Larry Robinson
1683,1997,00,1610612763,VAN,30.0,6,0,41.0,6,19,0.316,3,6,0.5,2,2,1.0,2,10,12,1,4,0,2,0,17,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,413,404,399,,209,247,,403,412,,405,384,392,412,374,400,415,403,398,Larry Robinson
1683,2000,00,1610612739,CLE,33.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,296,301,293,,107,114,,326,342,,288,300,303,283,247,352,318,291,304,Larry Robinson
1683,2000,00,1610612737,ATL,33.0,33,1,631.0,67,184,0.364,44,116,0.379,21,24,0.875,23,64,87,36,28,2,24,46,199,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,296,301,293,,107,114,,326,342,,288,300,303,283,247,352,318,291,304,Larry Robinson
1683,2000,00,0,TOT,33.0,34,1,632.0,67,184,0.364,44,116,0.379,21,24,0.875,23,64,87,36,28,2,25,46,199,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,296,301,293,,107,114,,326,342,,288,300,303,283,247,352,318,291,304,Larry Robinson
1683,2001,00,1610612752,NYK,34.0,2,0,11.0,1,4,0.25,1,2,0.5,0,0,0.0,0,2,2,0,0,0,0,1,3,1968-01-11T00:00:00,USA,6-3,180,Undrafted,Undrafted,Undrafted,436,432,435,,245,296,,429,432,,425,428,432,436,420,412,433,434,432,Larry Robinson
