PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
77396,1976,00,1610612749,MIL,24.0,69,,1025.0,153,324,0.472,,,,95,126,0.754,81,129,210,33,21,13,,158,401,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,195.0,192.0,196.0,,,,,154.0,155.0,,135.0,163.0,162.0,238.0,211.0,159.0,,187.0,1.0,Scott Lloyd
77396,1977,00,1610612749,MIL,25.0,14,,112.0,12,33,0.364,,,,6,10,0.6,7,19,26,9,3,5,7.0,22,30,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,,,,,,,,,,,,,,,,,,,,Scott Lloyd
77396,1977,00,1610612746,BUF,25.0,56,,566.0,68,160,0.425,,,,43,58,0.741,45,74,119,35,11,9,36.0,83,179,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,,,,,,,,,,,,,,,,,,,,Scott Lloyd
77396,1977,00,0,TOT,25.0,70,,678.0,80,193,0.415,,,,49,68,0.721,52,93,145,44,14,14,43.0,105,209,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,,,,,,,,,,,,,,,,,,,,Scott Lloyd
77396,1978,00,1610612746,SDC,26.0,5,,31.0,0,2,0.0,,,,0,0,0.0,1,2,3,0,1,0,8.0,6,0,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,,,,,,,,,,,,,,,,,,,,Scott Lloyd
77396,1978,00,1610612741,CHI,26.0,67,,465.0,42,120,0.35,,,,27,47,0.574,48,45,93,32,9,8,43.0,86,111,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,,,,,,,,,,,,,,,,,,,,Scott Lloyd
77396,1978,00,0,TOT,26.0,72,,496.0,42,122,0.344,,,,27,47,0.574,49,47,96,32,10,8,51.0,92,111,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,,,,,,,,,,,,,,,,,,,,Scott Lloyd
77396,1980,00,1610612742,DAL,28.0,72,,2186.0,245,547,0.448,0.0,2.0,0.0,147,205,0.717,161,293,454,159,34,25,145.0,269,637,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,86.0,144.0,135.0,,140.0,178.0,,118.0,108.0,98.0,60.0,61.0,62.0,125.0,189.0,113.0,114.0,138.0,133.0,Scott Lloyd
77396,1981,00,1610612742,DAL,29.0,74,17.0,1047.0,108,285,0.379,2.0,4.0,0.5,69,91,0.758,60,103,163,67,15,7,59.0,175,287,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,196.0,220.0,205.0,,90.0,147.0,,191.0,198.0,,174.0,188.0,183.0,201.0,243.0,212.0,212.0,217.0,232.0,Scott Lloyd
77396,1982,00,1610612742,DAL,30.0,15,0.0,206.0,19,50,0.38,0.0,1.0,0.0,11,17,0.647,19,27,46,21,6,6,6.0,24,49,1952-12-19T00:00:00,USA,6-10,230,1976,2,24,280.0,286.0,284.0,,149.0,216.0,,280.0,281.0,,257.0,273.0,272.0,271.0,280.0,218.0,295.0,286.0,273.0,Scott Lloyd
