PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_BIRTHDATE,PLAYER_COUNTRY,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_DRAFT_YEAR,PLAYER_DRAFT_ROUND,PLAYER_DRAFT_NUMBER,MISC_RANK_MIN,MISC_RANK_FGM,MISC_RANK_FGA,MISC_RANK_FG_PCT,MISC_RANK_FG3M,MISC_RANK_FG3A,MISC_RANK_FG3_PCT,MISC_RANK_FTM,MISC_RANK_FTA,MISC_RANK_FT_PCT,MISC_RANK_OREB,MISC_RANK_DREB,MISC_RANK_REB,MISC_RANK_AST,MISC_RANK_STL,MISC_RANK_BLK,MISC_RANK_TOV,MISC_RANK_PTS,MISC_RANK_EFF,PLAYER_NAME
77632,1987,00,1610612743,DEN,23.0,7,0,34.0,7,24,0.292,0,0,0.0,6,6,1.0,5,7,12,5,2,1,3,4,20,1964-07-02T00:00:00,USA,6-9,215,1987,2,31,316,306,308,,176,276,,303,304,,291,305,303,301,311,290,313,307,307,Andre Moore
77632,1987,00,1610612749,MIL,23.0,3,0,16.0,2,3,0.667,0,0,0.0,0,2,0.0,1,1,2,1,0,0,1,2,4,1964-07-02T00:00:00,USA,6-9,215,1987,2,31,316,306,308,,176,276,,303,304,,291,305,303,301,311,290,313,307,307,Andre Moore
77632,1987,00,0,TOT,23.0,10,0,50.0,9,27,0.333,0,0,0.0,6,8,0.75,6,8,14,6,2,1,4,6,24,1964-07-02T00:00:00,USA,6-9,215,1987,2,31,316,306,308,,176,276,,303,304,,291,305,303,301,311,290,313,307,307,Andre Moore
